"long","lat","group","order","region","subregion","long.new","X","Y"
0.77233565,10.47080821,135,5123,"54 1",NA,-179.22766435,-16848179.3022744,1119873.0116877
0.89956302,10.99733938,135,5124,"54 1",NA,-179.10043698,-16828213.8303717,1176186.55326192
1.24346968,11.11051077,135,5125,"54 1",NA,-178.75653032,-16794125.1329547,1188290.45602163
1.44717818,11.54771922,135,5126,"54 1",NA,-178.55282182,-16767939.2502543,1235050.75804482
1.93598555,11.64115021,135,5127,"54 1",NA,-178.06401445,-16720492.3500252,1245043.38505828
2.1544735,11.94015005,135,5128,"54 1",NA,-177.8455265,-16694946.0651492,1277021.9992083
2.49016361,12.23305207,135,5129,"54 1",NA,-177.50983639,-16658368.5750722,1308348.43327537
2.84864302,12.23563589,135,5130,"54 1",NA,-177.15135698,-16624681.9139173,1308624.77775671
3.61118045,11.66016714,135,5131,"54 1",NA,-176.38881955,-16562876.0492435,1247077.28284477
3.57221642,11.32793936,135,5132,"54 1",NA,-176.42778358,-16571915.8041675,1211544.87111033
3.79711226,10.73474559,135,5133,"54 1",NA,-176.20288774,-16559943.3597356,1148101.6313511
3.60007002,10.33218618,135,5134,"54 1",NA,-176.39992998,-16584364.1918083,1105047.11536607
3.70543827,10.06321035,135,5135,"54 1",NA,-176.29456173,-16578260.9950737,1076279.62951877
3.2203516,9.44415253,135,5136,"54 1",NA,-176.7796484,-16632244.6478797,1010070.33441168
2.91230838,9.13760794,135,5137,"54 1",NA,-177.08769162,-16665173.0366093,977284.768684066
2.72379276,8.5068454,135,5138,"54 1",NA,-177.27620724,-16690636.4986409,909823.455114082
2.74906253,7.87073436,135,5139,"54 1",NA,-177.25093747,-16695519.7035452,841790.130862989
2.69170169,6.25881725,135,5140,"54 1",NA,-177.30829831,-16717203.3173997,669392.493411965
14.8513,22.86295,136,5142,"55 1",NA,-165.1487,-15247534.3177103,2445241.73139915
15.09688765,21.30851879,136,5143,"55 1",NA,-164.90311235,-15267757.1253105,2278989.78523512
15.47106,21.04845,136,5144,"55 1",NA,-164.52894,-15240022.4911796,2251174.31631208
15.48714806,20.73041454,136,5145,"55 1",NA,-164.51285194,-15246916.5310089,2217159.06714466
15.9032467,20.38761892,136,5146,"55 1",NA,-164.0967533,-15217307.6426559,2180495.65715215
15.68574059,19.95718008,136,5147,"55 1",NA,-164.31425941,-15248681.4927435,2134456.71168689
15.30044111,17.92794994,136,5148,"55 1",NA,-164.69955889,-15336499.3403623,1917426.02909216
15.24773115,16.62730581,136,5149,"55 1",NA,-164.75226885,-15373123.6404004,1778320.66496342
13.97217,15.68437,136,5150,"55 1",NA,-166.02783,-15513977.9962902,1677472.83791268
13.54039351,14.36713369,136,5151,"55 1",NA,-166.45960649,-15582414.6163828,1536592.17858063
13.95669885,13.99669119,136,5152,"55 1",NA,-166.04330115,-15550754.6784906,1496972.77548289
13.95447676,13.3534488,136,5153,"55 1",NA,-166.04552324,-15563080.2961951,1428176.92139391
14.59578128,13.33042695,136,5154,"55 1",NA,-165.40421872,-15503390.9750288,1425714.69426736
14.49578739,12.85939627,136,5155,"55 1",NA,-165.50421261,-15521138.5087599,1375337.11854603
14.21353071,12.80203543,136,5156,"55 1",NA,-165.78646929,-15548604.9265873,1369202.27141829
14.1813363,12.48365693,136,5157,"55 1",NA,-165.8186637,-15557055.2220248,1335151.09817341
13.99535282,12.46156525,136,5158,"55 1",NA,-166.00464718,-15574875.2014371,1332788.351395
13.31870161,13.55635631,136,5159,"55 1",NA,-166.68129839,-15618911.3158364,1449878.23001
13.08398726,13.59614716,136,5160,"55 1",NA,-166.91601274,-15640158.7224088,1454133.92915338
12.30207116,13.03718903,136,5161,"55 1",NA,-167.69792884,-15723708.7140265,1394352.3773699
11.52780318,13.32898001,136,5162,"55 1",NA,-168.47219682,-15790980.3308313,1425559.94150006
10.98959313,13.3873227,136,5163,"55 1",NA,-169.01040687,-15840341.0543866,1431799.79406545
10.70103194,13.24691783,136,5164,"55 1",NA,-169.29896806,-15869993.9950623,1416783.24697732
10.11481449,13.2772519,136,5165,"55 1",NA,-169.88518551,-15924383.2690808,1420027.52927598
9.52492801,12.8511022,136,5166,"55 1",NA,-170.47507199,-15987458.7670495,1374450.05256538
9.0149333,12.82665925,136,5167,"55 1",NA,-170.9850667,-16035725.1160663,1371835.83422551
7.80467126,13.34352692,136,5168,"55 1",NA,-172.19532874,-16139675.9786407,1427115.75898526
7.3307467,13.09803803,136,5169,"55 1",NA,-172.6692533,-16188704.7238929,1400860.2873401
6.82044193,13.11509125,136,5170,"55 1",NA,-173.17955807,-16236231.0304537,1402684.15977252
6.44542606,13.49276846,136,5171,"55 1",NA,-173.55457394,-16264207.7818388,1443077.40052524
5.4430583,13.86592398,136,5172,"55 1",NA,-174.5569417,-16350749.6088025,1482987.01019929
4.36834354,13.74748159,136,5173,"55 1",NA,-175.63165646,-16453806.9437778,1470319.40095619
4.107946,13.53121573,136,5174,"55 1",NA,-175.892054,-16482502.9460878,1447189.40201207
3.96728275,12.95610871,136,5175,"55 1",NA,-176.03271725,-16506714.9095066,1385680.6903994
3.68063358,12.55290335,136,5176,"55 1",NA,-176.31936642,-16540986.9827672,1342557.13281499
3.61118045,11.66016714,136,5177,"55 1",NA,-176.38881955,-16562876.0492435,1247077.28284477
2.84864302,12.23563589,136,5178,"55 1",NA,-177.15135698,-16624681.9139173,1308624.77775671
2.49016361,12.23305207,136,5179,"55 1",NA,-177.50983639,-16658368.5750722,1308348.43327537
2.1544735,11.94015005,136,5180,"55 1",NA,-177.8455265,-16694946.0651492,1277021.9992083
2.17710778,12.62501781,136,5181,"55 1",NA,-177.82289222,-16680724.4421673,1350269.90908385
1.02410322,12.85182567,136,5182,"55 1",NA,-178.97589678,-16784667.8101259,1374527.42900764
0.99304569,13.33574962,136,5183,"55 1",NA,-179.00695431,-16778275.09962,1426283.96314305
0.42992761,13.98873302,136,5184,"55 1",NA,-179.57007239,-16817768.874328,1496121.63640669
0.2956464,14.44423493,136,5185,"55 1",NA,-179.7043536,-16820585.3283437,1544838.271829
0.37489221,14.92890819,136,5186,"55 1",NA,-179.62510779,-16802338.7355908,1596674.76394747
1.01578332,14.96818228,136,5187,"55 1",NA,-178.98421668,-16741494.1404369,1600875.18035109
1.38552819,15.3235611,136,5188,"55 1",NA,-178.61447181,-16698689.5495354,1638883.99080831
2.74999271,15.40952485,136,5189,"55 1",NA,-177.25000729,-16569116.1379495,1648077.89588711
3.6382589,15.56811982,136,5190,"55 1",NA,-176.3617411,-16482357.9577617,1665039.77549089
3.72342167,16.18428376,136,5191,"55 1",NA,-176.27657833,-16459525.9398403,1730939.05728814
4.27021,16.85222748,136,5192,"55 1",NA,-175.72979,-16391736.9610688,1802376.25198358
4.26741947,19.1552652,136,5193,"55 1",NA,-175.73258053,-16330527.0111182,2048689.67743212
5.67756595,19.60120698,136,5194,"55 1",NA,-174.32243405,-16187260.6021229,2096384.30860932
8.5728931,21.56566071,136,5195,"55 1",NA,-171.4271069,-15864613.9066987,2306492.19355505
11.99950565,23.4716684,136,5196,"55 1",NA,-168.00049435,-15492706.9707792,2510345.19114008
13.58142459,23.04050609,136,5197,"55 1",NA,-166.41857541,-15359610.6451812,2464231.74652944
14.14387088,22.49128897,136,5198,"55 1",NA,-165.85612912,-15323457.9957962,2405491.5591036
14.8513,22.86295,136,5199,"55 1",NA,-165.1487,-15247534.3177103,2445241.73139915
2.69170169,6.25881725,137,5201,"56 1",NA,-177.30829831,-16717203.3173997,669392.493411965
2.74906253,7.87073436,137,5202,"56 1",NA,-177.25093747,-16695519.7035452,841790.130862989
2.72379276,8.5068454,137,5203,"56 1",NA,-177.27620724,-16690636.4986409,909823.455114082
2.91230838,9.13760794,137,5204,"56 1",NA,-177.08769162,-16665173.0366093,977284.768684066
3.2203516,9.44415253,137,5205,"56 1",NA,-176.7796484,-16632244.6478797,1010070.33441168
3.70543827,10.06321035,137,5206,"56 1",NA,-176.29456173,-16578260.9950737,1076279.62951877
3.60007002,10.33218618,137,5207,"56 1",NA,-176.39992998,-16584364.1918083,1105047.11536607
3.79711226,10.73474559,137,5208,"56 1",NA,-176.20288774,-16559943.3597356,1148101.6313511
3.57221642,11.32793936,137,5209,"56 1",NA,-176.42778358,-16571915.8041675,1211544.87111033
3.61118045,11.66016714,137,5210,"56 1",NA,-176.38881955,-16562876.0492435,1247077.28284477
3.68063358,12.55290335,137,5211,"56 1",NA,-176.31936642,-16540986.9827672,1342557.13281499
3.96728275,12.95610871,137,5212,"56 1",NA,-176.03271725,-16506714.9095066,1385680.6903994
4.107946,13.53121573,137,5213,"56 1",NA,-175.892054,-16482502.9460878,1447189.40201207
4.36834354,13.74748159,137,5214,"56 1",NA,-175.63165646,-16453806.9437778,1470319.40095619
5.4430583,13.86592398,137,5215,"56 1",NA,-174.5569417,-16350749.6088025,1482987.01019929
6.44542606,13.49276846,137,5216,"56 1",NA,-173.55457394,-16264207.7818388,1443077.40052524
6.82044193,13.11509125,137,5217,"56 1",NA,-173.17955807,-16236231.0304537,1402684.15977252
7.3307467,13.09803803,137,5218,"56 1",NA,-172.6692533,-16188704.7238929,1400860.2873401
7.80467126,13.34352692,137,5219,"56 1",NA,-172.19532874,-16139675.9786407,1427115.75898526
9.0149333,12.82665925,137,5220,"56 1",NA,-170.9850667,-16035725.1160663,1371835.83422551
9.52492801,12.8511022,137,5221,"56 1",NA,-170.47507199,-15987458.7670495,1374450.05256538
10.11481449,13.2772519,137,5222,"56 1",NA,-169.88518551,-15924383.2690808,1420027.52927598
10.70103194,13.24691783,137,5223,"56 1",NA,-169.29896806,-15869993.9950623,1416783.24697732
10.98959313,13.3873227,137,5224,"56 1",NA,-169.01040687,-15840341.0543866,1431799.79406545
11.52780318,13.32898001,137,5225,"56 1",NA,-168.47219682,-15790980.3308313,1425559.94150006
12.30207116,13.03718903,137,5226,"56 1",NA,-167.69792884,-15723708.7140265,1394352.3773699
13.08398726,13.59614716,137,5227,"56 1",NA,-166.91601274,-15640158.7224088,1454133.92915338
13.31870161,13.55635631,137,5228,"56 1",NA,-166.68129839,-15618911.3158364,1449878.23001
13.99535282,12.46156525,137,5229,"56 1",NA,-166.00464718,-15574875.2014371,1332788.351395
14.1813363,12.48365693,137,5230,"56 1",NA,-165.8186637,-15557055.2220248,1335151.09817341
14.57717777,12.08536083,137,5231,"56 1",NA,-165.42282223,-15526462.813291,1292552.57218046
14.46819217,11.9047517,137,5232,"56 1",NA,-165.53180783,-15539578.2798832,1273236.07716159
14.41537886,11.57236888,137,5233,"56 1",NA,-165.58462114,-15549715.1347741,1237687.08740306
13.57294966,10.79856599,137,5234,"56 1",NA,-166.42705034,-15640283.4985803,1154927.34844583
13.30867639,10.16036205,137,5235,"56 1",NA,-166.69132361,-15673911.7332565,1086670.19135083
13.16759972,9.64062633,137,5236,"56 1",NA,-166.83240028,-15693912.6641989,1031083.6095525
12.95546797,9.41777171,137,5237,"56 1",NA,-167.04453203,-15716645.2722816,1007248.85192965
12.7536715,8.71776276,137,5238,"56 1",NA,-167.2463285,-15743938.5000906,932381.485363712
12.2188721,8.30582408,137,5239,"56 1",NA,-167.7811279,-15798895.2039312,888323.82825583
12.06394616,7.79980846,137,5240,"56 1",NA,-167.93605384,-15818875.1385935,834204.46777786
11.83930871,7.39704234,137,5241,"56 1",NA,-168.16069129,-15844121.6244633,791127.850654194
11.74577437,6.98138296,137,5242,"56 1",NA,-168.25422563,-15856967.8860154,746672.279566875
11.05878788,6.64442678,137,5243,"56 1",NA,-168.94121212,-15924862.1681632,710634.170065418
10.49737512,7.05535777,137,5244,"56 1",NA,-169.50262488,-15973912.5347183,754584.027626347
10.11827681,7.03876964,137,5245,"56 1",NA,-169.88172319,-16009798.7100503,752809.895240913
9.52270593,6.45348237,137,5246,"56 1",NA,-170.47729407,-16071407.2460286,690212.300079756
9.23316288,6.44449067,137,5247,"56 1",NA,-170.76683712,-16098784.9809305,689250.62057094
8.75753299,5.47966584,137,5248,"56 1",NA,-171.24246701,-16151962.0767294,586060.761369867
8.50028771,4.77198294,137,5249,"56 1",NA,-171.49971229,-16181829.130601,510372.6627999
7.46210819,4.41210826,137,5250,"56 1",NA,-172.53789181,-16282486.4936643,471883.391090241
7.08259647,4.46468903,137,5251,"56 1",NA,-172.91740353,-16317913.5098693,477507.003179581
6.69807214,4.24059418,137,5252,"56 1",NA,-173.30192786,-16355837.0373062,453539.637792077
5.89817264,4.26245331,137,5253,"56 1",NA,-174.10182736,-16431171.5996542,455877.512870995
5.3628048,4.88797069,137,5254,"56 1",NA,-174.6371952,-16476959.720375,522777.769546941
5.03357425,5.61180248,137,5255,"56 1",NA,-174.96642575,-16502098.6602308,600193.027696888
4.32560713,6.27065115,137,5256,"56 1",NA,-175.67439287,-16563045.0554377,670658.151628582
3.57418013,6.25830048,137,5257,"56 1",NA,-176.42581987,-16634005.1266618,669337.223873065
2.69170169,6.25881725,137,5258,"56 1",NA,-177.30829831,-16717203.3173997,669392.493411965
14.49578739,12.85939627,138,5260,"57 1",NA,-165.50421261,-15521138.5087599,1375337.11854603
14.89336,12.21905,138,5261,"57 1",NA,-165.10664,-15494621.881657,1306850.88514849
14.96015181,11.55557404,138,5262,"57 1",NA,-165.03984819,-15498812.8809223,1235890.8464127
14.92356489,10.89132518,138,5263,"57 1",NA,-165.07643511,-15512042.0345149,1164848.12610143
15.46787276,9.98233674,138,5264,"57 1",NA,-164.53212724,-15473200.8239834,1067630.24488765
14.90935388,9.99212942,138,5265,"57 1",NA,-165.09064612,-15525599.2190139,1068677.59242007
14.62720056,9.9209193,138,5266,"57 1",NA,-165.37279944,-15553053.9870625,1061061.52188491
14.1714661,10.02137828,138,5267,"57 1",NA,-165.8285339,-15594611.341856,1071805.60912483
13.95421838,9.54949494,138,5268,"57 1",NA,-166.04578162,-15621052.558874,1021336.92045119
14.54446659,8.96586131,138,5269,"57 1",NA,-165.45553341,-15572519.0462276,958916.121075741
14.97999556,8.79610423,138,5270,"57 1",NA,-165.02000444,-15533474.4225674,940760.261723361
15.12086551,8.38215017,138,5271,"57 1",NA,-164.87913449,-15524808.2858167,896487.053949354
15.43609175,7.6928124,138,5272,"57 1",NA,-164.56390825,-15502312.9102773,822761.031230733
15.27946048,7.42192455,138,5273,"57 1",NA,-164.72053952,-15519747.9189073,793789.051078892
14.77654544,6.40849803,138,5274,"57 1",NA,-165.22345456,-15576506.3993711,685401.138905975
14.53656009,6.22695873,138,5275,"57 1",NA,-165.46343991,-15600705.5889592,665985.163828154
14.45940718,5.45176057,138,5276,"57 1",NA,-165.54059282,-15614369.8618625,583076.239357643
14.55893599,5.03059764,138,5277,"57 1",NA,-165.44106401,-15608237.4977301,538032.056859966
14.47837243,4.7326055,138,5278,"57 1",NA,-165.52162757,-15618056.8690641,506161.171896153
14.9509534,4.21038931,138,5279,"57 1",NA,-165.0490466,-15577155.433267,450309.17010404
15.03621952,3.8513673,138,5280,"57 1",NA,-164.96378048,-15571486.857262,411911.089249621
15.40539595,3.3353006,138,5281,"57 1",NA,-164.59460405,-15539797.1317653,356716.778961789
15.86273237,3.0135373,138,5282,"57 1",NA,-164.13726763,-15498415.9075352,322303.583043418
15.90738081,2.55738943,138,5283,"57 1",NA,-164.09261919,-15496505.7514494,273517.699882012
16.01285241,2.26763968,138,5284,"57 1",NA,-163.98714759,-15487850.9897619,242528.411226684
15.94091882,1.72767263,138,5285,"57 1",NA,-164.05908118,-15496723.8116688,184777.902737946
15.14634199,1.9640148,138,5286,"57 1",NA,-164.85365801,-15570922.9662466,210055.150049947
14.33781253,2.22787466,138,5287,"57 1",NA,-165.66218747,-15646221.8488375,238275.466391745
13.07582238,2.26709707,138,5288,"57 1",NA,-166.92417762,-15765242.6764097,242470.378050976
12.95133386,2.32161571,138,5289,"57 1",NA,-167.04866614,-15776759.8226941,248301.250697129
12.35938032,2.1928122,138,5290,"57 1",NA,-167.64061968,-15833228.2795616,234525.469317281
11.75166548,2.32675751,138,5291,"57 1",NA,-168.24833452,-15890038.3509524,248851.17602336
11.27644901,2.26105093,138,5292,"57 1",NA,-168.72355099,-15935212.0670578,241823.731831618
9.64915816,2.28386608,138,5293,"57 1",NA,-170.35084184,-16088800.9572615,244263.855692476
9.79519575,3.07340445,138,5294,"57 1",NA,-170.20480425,-16070997.9021845,328706.488522944
9.4043669,3.73452688,138,5295,"57 1",NA,-170.5956331,-16103865.7263751,399414.785566456
8.94811568,3.90412893,138,5296,"57 1",NA,-171.05188432,-16145809.9688692,417554.045193637
8.74492394,4.35221528,138,5297,"57 1",NA,-171.25507606,-16161860.5834953,465477.724345329
8.48881555,4.49561738,138,5298,"57 1",NA,-171.51118445,-16184983.6271605,480814.848265138
8.50028771,4.77198294,138,5299,"57 1",NA,-171.49971229,-16181829.130601,510372.6627999
8.75753299,5.47966584,138,5300,"57 1",NA,-171.24246701,-16151962.0767294,586060.761369867
9.23316288,6.44449067,138,5301,"57 1",NA,-170.76683712,-16098784.9809305,689250.62057094
9.52270593,6.45348237,138,5302,"57 1",NA,-170.47729407,-16071407.2460286,690212.300079756
10.11827681,7.03876964,138,5303,"57 1",NA,-169.88172319,-16009798.7100503,752809.895240913
10.49737512,7.05535777,138,5304,"57 1",NA,-169.50262488,-15973912.5347183,754584.027626347
11.05878788,6.64442678,138,5305,"57 1",NA,-168.94121212,-15924862.1681632,710634.170065418
11.74577437,6.98138296,138,5306,"57 1",NA,-168.25422563,-15856967.8860154,746672.279566875
11.83930871,7.39704234,138,5307,"57 1",NA,-168.16069129,-15844121.6244633,791127.850654194
12.06394616,7.79980846,138,5308,"57 1",NA,-167.93605384,-15818875.1385935,834204.46777786
12.2188721,8.30582408,138,5309,"57 1",NA,-167.7811279,-15798895.2039312,888323.82825583
12.7536715,8.71776276,138,5310,"57 1",NA,-167.2463285,-15743938.5000906,932381.485363712
12.95546797,9.41777171,138,5311,"57 1",NA,-167.04453203,-15716645.2722816,1007248.85192965
13.16759972,9.64062633,138,5312,"57 1",NA,-166.83240028,-15693912.6641989,1031083.6095525
13.30867639,10.16036205,138,5313,"57 1",NA,-166.69132361,-15673911.7332565,1086670.19135083
13.57294966,10.79856599,138,5314,"57 1",NA,-166.42705034,-15640283.4985803,1154927.34844583
14.41537886,11.57236888,138,5315,"57 1",NA,-165.58462114,-15549715.1347741,1237687.08740306
14.46819217,11.9047517,138,5316,"57 1",NA,-165.53180783,-15539578.2798832,1273236.07716159
14.57717777,12.08536083,138,5317,"57 1",NA,-165.42282223,-15526462.813291,1292552.57218046
14.1813363,12.48365693,138,5318,"57 1",NA,-165.8186637,-15557055.2220248,1335151.09817341
14.21353071,12.80203543,138,5319,"57 1",NA,-165.78646929,-15548604.9265873,1369202.27141829
14.49578739,12.85939627,138,5320,"57 1",NA,-165.50421261,-15521138.5087599,1375337.11854603
0.89956302,10.99733938,139,5322,"58 1","1",-179.10043698,-16828213.8303717,1176186.55326192
0.77233565,10.47080821,139,5323,"58 1","1",-179.22766435,-16848179.3022744,1119873.0116877
1.07779504,10.17560659,139,5324,"58 1","1",-178.92220496,-16823758.0623042,1088300.62439351
1.42506066,9.82539541,139,5325,"58 1","1",-178.57493934,-16796015.7222285,1050845.04372842
1.46304284,9.33462434,139,5326,"58 1","1",-178.53695716,-16799017.2161902,998356.071532693
1.66447757,9.1285904,139,5327,"58 1","1",-178.33552243,-16782717.4206984,976320.324589672
1.61895064,6.83203807,139,5328,"58 1","1",-178.38104936,-16812850.5303261,730699.55698944
1.86524051,6.1421577,139,5329,"58 1","1",-178.13475949,-16796200.2398417,656915.531668998
1.0601217,5.92883739,139,5330,"58 1","1",-178.9398783,-16874054.8881144,634100.517064577
0.83693119,6.27997875,139,5331,"58 1","1",-179.16306881,-16891879.4325521,671655.756271871
0.57038415,6.91435863,139,5332,"58 1","1",-179.42961585,-16910857.8044371,739503.898799229
0.49095747,7.41174429,139,5333,"58 1","1",-179.50904253,-16913208.8671432,792700.25260428
0.71202925,8.3124645,139,5334,"58 1","1",-179.28797075,-16882344.6420179,889034.034245139
0.46119185,8.6772226,139,5335,"58 1","1",-179.53880815,-16901601.924358,928045.634594631
0.36590051,9.46500397,139,5336,"58 1","1",-179.63409949,-16900527.3870906,1012300.43846694
0.36757999,10.19121288,139,5337,"58 1","1",-179.63242001,-16890313.9169946,1089969.74731603
1e-06,10.64540151,139,5338,"58 1","1",-179.999999,-16918163.2666246,1138546.10674889
1e-06,10.91784287,139,5339,"58 1","1",-179.999999,-16913979.6552466,1167684.2451821
0.02380252,11.01868175,139,5340,"58 1","1",-179.97619748,-16910164.487838,1178469.16171133
0.89956302,10.99733938,139,5341,"58 1","1",-179.10043698,-16828213.8303717,1176186.55326192
-1e-06,10.64540398,140,5343,"58 1","2",179.999999,16918163.2292336,1138546.37092023
-0.04978472,10.70691783,140,5344,"58 1","2",179.95021528,16912550.1112959,1145125.39781024
-1e-06,10.91783439,140,5345,"58 1","2",179.999999,16913979.7873242,1167683.33822943
-1e-06,10.64540398,140,5346,"58 1","2",179.999999,16918163.2292336,1138546.37092023
0.02380252,11.01868175,141,5348,"59 1","1",-179.97619748,-16910164.487838,1178469.16171133
1e-06,10.91784287,141,5349,"59 1","1",-179.999999,-16913979.6552466,1167684.2451821
1e-06,11.0227812,141,5350,"59 1","1",-179.999999,-16912336.2914517,1178907.60595214
0.02380252,11.01868175,141,5351,"59 1","1",-179.97619748,-16910164.487838,1178469.16171133
-1e-06,10.91783439,142,5353,"59 1","2",179.999999,16913979.7873242,1167683.33822943
-0.04978472,10.70691783,142,5354,"59 1","2",179.95021528,16912550.1112959,1145125.39781024
-1e-06,10.64540398,142,5355,"59 1","2",179.999999,16918163.2292336,1138546.37092023
-1e-06,5.53301273,142,5356,"59 1","2",179.999999,16977530.2511093,591766.313289329
-9.5e-07,5.53301242,142,5357,"59 1","2",179.99999905,16977530.2585134,591766.280134236
-9.3e-07,5.53301238,142,5358,"59 1","2",179.99999907,16977530.2607467,591766.275856159
-0.50763791,5.3434726,142,5359,"59 1","2",179.49236209,16931272.8013148,571494.633707094
-1.06362464,5.0005478,142,5360,"59 1","2",178.93637536,16881673.5765352,534818.168758788
-1.96470659,4.71046214,142,5361,"59 1","2",178.03529341,16798977.9255065,503792.898088248
-2.85612505,4.99447582,142,5362,"59 1","2",177.14387495,16712609.8061646,534168.692100331
-2.81070146,5.38905122,142,5363,"59 1","2",177.18929854,16713645.6425639,576369.354370754
-3.24437008,6.2504715,142,5364,"59 1","2",176.75562992,16665172.7354265,668499.899503306
-2.98358497,7.3797049,142,5365,"59 1","2",177.01641503,16678689.949802,789273.577966502
-2.5621895,8.21962779,142,5366,"59 1","2",177.4378105,16709197.3694164,879104.965580035
-2.8274963,9.64246084,142,5367,"59 1","2",177.1725037,16666580.9499986,1031279.81416693
-2.96389625,10.39533478,142,5368,"59 1","2",177.03610375,16643261.8888651,1111800.98110099
-2.94040931,10.96269033,142,5369,"59 1","2",177.05959069,16636990.9190456,1172480.76921867
-1.20335771,11.00981924,142,5370,"59 1","2",178.79664229,16799474.5873552,1177521.29883512
-0.76157589,10.93692963,142,5371,"59 1","2",179.23842411,16842120.7713052,1169725.61169464
-0.43870154,11.09834097,142,5372,"59 1","2",179.56129846,16869925.6423063,1186988.87197542
-1e-06,11.02278154,142,5373,"59 1","2",179.999999,16912336.2860982,1178907.6423158
-1e-06,10.91783439,142,5374,"59 1","2",179.999999,16913979.7873242,1167683.33822943
1e-06,10.64540151,143,5376,"59 1","3",-179.999999,-16918163.2666246,1138546.10674889
0.36757999,10.19121288,143,5377,"59 1","3",-179.63242001,-16890313.9169946,1089969.74731603
0.36590051,9.46500397,143,5378,"59 1","3",-179.63409949,-16900527.3870906,1012300.43846694
0.46119185,8.6772226,143,5379,"59 1","3",-179.53880815,-16901601.924358,928045.634594631
0.71202925,8.3124645,143,5380,"59 1","3",-179.28797075,-16882344.6420179,889034.034245139
0.49095747,7.41174429,143,5381,"59 1","3",-179.50904253,-16913208.8671432,792700.25260428
0.57038415,6.91435863,143,5382,"59 1","3",-179.42961585,-16910857.8044371,739503.898799229
0.83693119,6.27997875,143,5383,"59 1","3",-179.16306881,-16891879.4325521,671655.756271871
1.0601217,5.92883739,143,5384,"59 1","3",-178.9398783,-16874054.8881144,634100.517064577
1e-06,5.5330131,143,5385,"59 1","3",-179.999999,-16977530.2479008,591766.352861536
1e-06,10.64540151,143,5386,"59 1","3",-179.999999,-16918163.2666246,1138546.10674889
-8.02994361,10.20653494,144,5388,"60 1",NA,171.97005639,16169632.8070177,1091608.47130686
-7.89958981,10.29738211,144,5389,"60 1",NA,172.10041019,16180628.2235194,1101324.75240873
-7.62275916,10.14723623,144,5390,"60 1",NA,172.37724084,16208736.6336573,1085266.35952449
-6.85050656,10.13899384,144,5391,"60 1",NA,173.14949344,16281465.8052957,1084384.81998484
-6.66646094,10.43081066,144,5392,"60 1",NA,173.33353906,16294677.1233783,1115595.19564364
-6.49396501,10.4113028,144,5393,"60 1",NA,173.50603499,16311171.0529392,1113508.79196875
-6.20522295,10.52406078,144,5394,"60 1",NA,173.79477705,16336697.9815372,1125568.4781125
-6.05045203,10.09636079,144,5395,"60 1",NA,173.94954797,16357285.6239869,1079825.13297858
-5.81692624,10.22255463,144,5396,"60 1",NA,174.18307376,16377489.48286,1093321.80819492
-5.4043416,10.3707368,144,5397,"60 1",NA,174.5956584,16414185.584344,1109170.17921499
-4.95465329,10.15271393,144,5398,"60 1",NA,175.04534671,16459543.7418923,1085852.21012846
-4.77988359,9.82198477,144,5399,"60 1",NA,175.22011641,16480521.0715894,1050480.26872082
-4.33024695,9.61083487,144,5400,"60 1",NA,175.66975305,16525636.4131181,1027897.35172135
-3.98044918,9.86234406,144,5401,"60 1",NA,176.01955082,16555164.4337846,1054796.77838755
-3.51189897,9.90032624,144,5402,"60 1",NA,176.48810103,16598713.3819609,1058859.05134143
-2.8274963,9.64246084,144,5403,"60 1",NA,177.1725037,16666580.9499986,1031279.81416693
-2.5621895,8.21962779,144,5404,"60 1",NA,177.4378105,16709197.3694164,879104.965580035
-2.98358497,7.3797049,144,5405,"60 1",NA,177.01641503,16678689.949802,789273.577966502
-3.24437008,6.2504715,144,5406,"60 1",NA,176.75562992,16665172.7354265,668499.899503306
-2.81070146,5.38905122,144,5407,"60 1",NA,177.18929854,16713645.6425639,576369.354370754
-2.85612505,4.99447582,144,5408,"60 1",NA,177.14387495,16712609.8061646,534168.692100331
-3.31108436,4.98429556,144,5409,"60 1",NA,176.68891564,16669768.6066335,533079.894292175
-4.00881955,5.17981334,144,5410,"60 1",NA,175.99118045,16602359.5411774,553990.962283969
-4.64991736,5.16826366,144,5411,"60 1",NA,175.35008264,16541974.6885752,552755.701862107
-5.83449622,4.99370067,144,5412,"60 1",NA,174.16550378,16431622.0141367,534085.788361116
-6.52876909,4.7050878,144,5413,"60 1",NA,173.47123091,16368365.1960246,503218.1023621
-7.51894121,4.33828848,144,5414,"60 1",NA,172.48105879,16277661.4246751,463988.226908213
-7.71215939,4.36456594,144,5415,"60 1",NA,172.28784061,16259235.9519247,466798.650643809
-7.63536821,5.18815908,144,5416,"60 1",NA,172.36463179,16260177.4991149,554883.555177965
-7.53971514,5.31334524,144,5417,"60 1",NA,172.46028486,16268191.388377,568272.454863722
-7.57015255,5.7073522,144,5418,"60 1",NA,172.42984745,16262054.7717748,610412.252871108
-7.99369259,6.12618968,144,5419,"60 1",NA,172.00630741,16218493.9608339,655207.721428206
-8.31134762,6.19303315,144,5420,"60 1",NA,171.68865238,16187950.935899,662356.758233482
-8.60288021,6.4675642,144,5421,"60 1",NA,171.39711979,16157993.4927758,691718.378726972
-8.38545163,6.91180065,144,5422,"60 1",NA,171.61454837,16174328.9547979,739230.317929209
