"Latitude","Longitude","Depth","SST","CHL","SGR","source"
-24.27,NA,"5",NA,NA,"0.199","Latitud"
-24.27,NA,"60",NA,NA,"0.206","Latitud"
-24.27,NA,"90",NA,NA,"0.323","Latitud"
-24.27,NA,"120",NA,NA,"0.31","Latitud"
-24.27,NA,"150",NA,NA,"0.069","Latitud"
-24.27,NA,"5","23.8","0.055","0.119","Latitud"
-24.27,NA,"60","22.8","0.076","0.078","Latitud"
-24.27,NA,"90","22.4","0.085","0.073","Latitud"
-24.27,NA,"120","21.7","0.236","0.081","Latitud"
-24.27,NA,"150","20","0.21","0.09","Latitud"
-24.27,NA,"5","23.9",NA,"0.088","Latitud"
-24.27,NA,"60","23",NA,"0.115","Latitud"
-24.27,NA,"90","22.4",NA,"0.403","Latitud"
-24.27,NA,"120","21.7",NA,"0.161","Latitud"
-24.27,NA,"150","21.2",NA,"0.178","Latitud"
-24.27,NA,"5","23.9","0.038","0.158","Latitud"
-24.27,NA,"60","22.5","0.068","0.232","Latitud"
-24.27,NA,"90","22.3","0.098","0.184","Latitud"
-24.27,NA,"120","21.7","0.288","0.122","Latitud"
-24.27,NA,"150","20","0.111","0.513","Latitud"
-24.27,NA,"5",NA,NA,"0.294","Latitud"
-24.27,NA,"60",NA,NA,"0.483","Latitud"
-24.27,NA,"90",NA,NA,"0.428","Latitud"
-24.27,NA,"120",NA,NA,"0.33","Latitud"
-26,NA,"5",NA,"0.089","0.214","Latitud"
-26,NA,"25","21.1","0.098","0.504","Latitud"
-26,NA,"60",NA,"0.132","0.169","Latitud"
-26,NA,"125","21.7","0.15","0.214","Latitud"
-26.58,NA,"5","22.8","0.111","1.224","Latitud"
-26.58,NA,"30","22.7","0.107","0.302","Latitud"
-26.58,NA,"70","21.8","0.163","0.017","Latitud"
-26.58,NA,"90","19.9","0.167","0.452","Latitud"
-26.58,NA,"125","19.4","0.184","0.349","Latitud"
-26.58,NA,"140","19","0.219","0.243","Latitud"
-28.09,NA,"5","21.4","0.076","0.255","Latitud"
-28.09,NA,"35","20.7","0.115","0.072","Latitud"
-28.09,NA,"75","20.1","0.154","0.051","Latitud"
-28.09,NA,"105","19.1","0.202","0.088","Latitud"
-28.09,NA,"130","18.2","0.167","0.075","Latitud"
-28.09,NA,"150","17.6","0.107","0.055","Latitud"
-28.84,NA,"5","21.4","0.044","1.259","Latitud"
-28.84,NA,"30","21.2","0.043","0.23","Latitud"
-28.84,NA,"60","20.1","0.098","0.302","Latitud"
-28.84,NA,"85","19","0.215","0.297","Latitud"
-28.84,NA,"95","18.4","0.608","0.146","Latitud"
-28.84,NA,"150","17.6","0.154","0.087","Latitud"
-30.58,NA,"5","21.1","0.05","0.553","Latitud"
-30.58,NA,"60","20","0.12","1.413","Latitud"
-30.58,NA,"90","19.8","0.176","0.231","Latitud"
-30.58,NA,"110","19.3","0.288","0.173","Latitud"
-30.58,NA,"150","18.5","0.098","0.132","Latitud"
-31.59,NA,"5","20.5","0.063","0.161","Latitud"
-31.59,NA,"30","20.3","0.107","0.354","Latitud"
-31.59,NA,"60","19.9","0.137","0.279","Latitud"
-31.59,NA,"90","19.3","0.288","0.038","Latitud"
-31.59,NA,"110","18.5","0.236","0.204","Latitud"
-31.59,NA,"150","17.5","0.081","0.057","Latitud"
-33.32,NA,"5","20.6","0.072","0.054","Latitud"
-33.32,NA,"30","20.5","0.111","0.082","Latitud"
-33.32,NA,"60","20","0.176","0.146","Latitud"
-33.32,NA,"90","19.4","0.314","0.104","Latitud"
35.1366666666667,-9.5275,"3","18.45","0.252","0.08595","Malaspina"
35.1366666666667,-9.5275,"10","18.46","0.249","0.12072","Malaspina"
35.1366666666667,-9.5275,"20","18.46","0.235","0.09153","Malaspina"
35.1366666666667,-9.5275,"37","18.47","0.267","0.08015","Malaspina"
35.1366666666667,-9.5275,"1200","10.64",NA,"0.00105","Malaspina"
35.1366666666667,-9.5275,"4000","2.43",NA,"0.00161","Malaspina"
34.0011111111111,-12.7897222222222,"3","18.78",NA,"0.04913","Malaspina"
34.0011111111111,-12.7897222222222,"500","11.54",NA,"0.02393","Malaspina"
34.0011111111111,-12.7897222222222,"580","11.64",NA,"0.02391","Malaspina"
34.0011111111111,-12.7897222222222,"600","11.97",NA,"0.05219","Malaspina"
34.0011111111111,-12.7897222222222,"1100","11.57",NA,"0.00314","Malaspina"
34.0011111111111,-12.7897222222222,"4000","2.46",NA,"0.00849","Malaspina"
29.6833333333333,-17.2911111111111,"28","20.9","0.134","0.55822","Malaspina"
29.6833333333333,-17.2911111111111,"80","20.85","0.144","0.4815","Malaspina"
29.6833333333333,-17.2911111111111,"98","19.03","0.151","0.44739","Malaspina"
29.6833333333333,-17.2911111111111,"118","18.11","0.328","0.02676","Malaspina"
29.6833333333333,-17.2911111111111,"500","12.53",NA,"0.07512","Malaspina"
23.2788888888889,-22.2258333333333,"3","23.43","0.222","0.09631","Malaspina"
23.2788888888889,-22.2258333333333,"32","23.45","0.199","0.04963","Malaspina"
23.2788888888889,-22.2258333333333,"54","23.45","0.2","0.05804","Malaspina"
23.2788888888889,-22.2258333333333,"88","21.49","0.37","0.01091","Malaspina"
23.2788888888889,-22.2258333333333,"108","20.01","0.355","0.044","Malaspina"
23.2788888888889,-22.2258333333333,"430","13.12",NA,"0.04526","Malaspina"
23.2788888888889,-22.2258333333333,"700","9.56",NA,"0.03518","Malaspina"
23.2788888888889,-22.2258333333333,"970","7.39",NA,"0.03345","Malaspina"
23.2788888888889,-22.2258333333333,"1250","6.59",NA,"0.00325","Malaspina"
23.2788888888889,-22.2258333333333,"4000","2.36",NA,"0.0478","Malaspina"
21.4502777777778,-23.4575,"3","24.83","0.179","0.1358","Malaspina"
21.4502777777778,-23.4575,"31","24.79","0.431","0.12148","Malaspina"
21.4502777777778,-23.4575,"51","24.8","0.279","0.08086","Malaspina"
21.4502777777778,-23.4575,"88","21.22","0.463","0.03852","Malaspina"
21.4502777777778,-23.4575,"108","19.72","0.232","0.08479","Malaspina"
21.4502777777778,-23.4575,"4000","2.36",NA,"0.00323","Malaspina"
16.1733333333333,-26.0313888888889,"3","26.52","0.201","0.12202","Malaspina"
16.1733333333333,-26.0313888888889,"28","26.51","0.19","0.09082","Malaspina"
16.1733333333333,-26.0313888888889,"46","26.43","0.227","0.10739","Malaspina"
16.1733333333333,-26.0313888888889,"75","19.19","0.562","0.13806","Malaspina"
16.1733333333333,-26.0313888888889,"95","16.76","0.192","0.0377","Malaspina"
16.1733333333333,-26.0313888888889,"265","12.29",NA,"0.01738","Malaspina"
16.1733333333333,-26.0313888888889,"480","10.18",NA,"0.07264","Malaspina"
16.1733333333333,-26.0313888888889,"770","7.53",NA,"0.11437","Malaspina"
16.1733333333333,-26.0313888888889,"1410","4.95",NA,"0.07706","Malaspina"
16.1733333333333,-26.0313888888889,"4000","2.38",NA,"0.29898","Malaspina"
14.5216666666667,-26.0005555555556,"3","26.25","0.259","0.12065","Malaspina"
14.5216666666667,-26.0005555555556,"25","26.15","0.242","0.05919","Malaspina"
14.5216666666667,-26.0005555555556,"41","26.13","0.285","0.0863","Malaspina"
14.5216666666667,-26.0005555555556,"65","20.1","0.662","0.04212","Malaspina"
14.5216666666667,-26.0005555555556,"400","10.95",NA,"0.02481","Malaspina"
14.5216666666667,-26.0005555555556,"4000","2.39",NA,"0.00219","Malaspina"
12.5083333333333,-25.9880555555556,"3","26.91","0.257","0.21923","Malaspina"
12.5083333333333,-25.9880555555556,"28","26.9","0.327","0.12111","Malaspina"
12.5083333333333,-25.9880555555556,"46","26.88","0.413","0.36685","Malaspina"
12.5083333333333,-25.9880555555556,"65","21.94","0.58","0.11423","Malaspina"
12.5083333333333,-25.9880555555556,"85","17.96","0.356","0.49939","Malaspina"
12.5083333333333,-25.9880555555556,"400","10.74",NA,"0.38229","Malaspina"
12.5083333333333,-25.9880555555556,"470","10.19",NA,"0.05469","Malaspina"
12.5083333333333,-25.9880555555556,"900","6.17",NA,"0.3889","Malaspina"
12.5083333333333,-25.9880555555556,"1700","4.13",NA,"0.00904","Malaspina"
12.5083333333333,-25.9880555555556,"4000","2.38",NA,"0.00164","Malaspina"
9.57277777777778,-26,"3","27.38","0.211","0.32611","Malaspina"
9.57277777777778,-26,"29","27.39","0.267","0.54485","Malaspina"
9.57277777777778,-26,"47","27.39","0.332","0.10992","Malaspina"
9.57277777777778,-26,"70","23.66","0.732","0.19677","Malaspina"
9.57277777777778,-26,"90","17.38","0.271","0.05917","Malaspina"
9.57277777777778,-26,"380","10.02",NA,"0.06803","Malaspina"
9.57277777777778,-26,"430","9.73",NA,"0.04909","Malaspina"
9.57277777777778,-26,"850","5.8",NA,"0.01662","Malaspina"
9.57277777777778,-26,"1600","4.1",NA,"0.04846","Malaspina"
9.57277777777778,-26,"4000","2.38",NA,"0.09513","Malaspina"
7.32805555555556,-26.0041666666667,"3","27.8","0.245","0.17816","Malaspina"
7.32805555555556,-26.0041666666667,"24","27.8","0.508","0.11174","Malaspina"
7.32805555555556,-26.0041666666667,"40","25.05","0.343","0.18252","Malaspina"
7.32805555555556,-26.0041666666667,"55","20.58","1.038","0.08906","Malaspina"
7.32805555555556,-26.0041666666667,"75","17.44","0.42","0.10672","Malaspina"
7.32805555555556,-26.0041666666667,"4000","2.35",NA,"0.06319","Malaspina"
4.99222222222222,-26.0080555555556,"3","28.05","0.439","0.2752","Malaspina"
4.99222222222222,-26.0080555555556,"26","28.05","0.325","0.1248","Malaspina"
4.99222222222222,-26.0080555555556,"44","28.06","0.379","0.23972","Malaspina"
4.99222222222222,-26.0080555555556,"80","23.65","0.757","0.11063","Malaspina"
4.99222222222222,-26.0080555555556,"100","20.18","0.372","0.07359","Malaspina"
4.99222222222222,-26.0080555555556,"400","9.12",NA,"0.0063","Malaspina"
4.99222222222222,-26.0080555555556,"750","5.76",NA,"0.16464","Malaspina"
4.99222222222222,-26.0080555555556,"1600","4.11",NA,"0.00424","Malaspina"
4.99222222222222,-26.0080555555556,"4000","2.36",NA,"0.00672","Malaspina"
2.46222222222222,-26.015,"3","27.59",NA,"0.1197","Malaspina"
2.46222222222222,-26.015,"25","27.46","0.31","0.08595","Malaspina"
2.46222222222222,-26.015,"42","27.1","0.502","0.10031","Malaspina"
2.46222222222222,-26.015,"80","24.66","0.815","0.07888","Malaspina"
2.46222222222222,-26.015,"250",NA,NA,"0.20479","Malaspina"
2.46222222222222,-26.015,"800","5.18",NA,"0.09295","Malaspina"
2.46222222222222,-26.015,"1600","4.09",NA,"0.04446","Malaspina"
2.46222222222222,-26.015,"4000","2.39",NA,"0.38459","Malaspina"
-3.03805555555556,-27.3316666666667,"3","27.49","0.146","0.14356","Malaspina"
-3.03805555555556,-27.3316666666667,"28","27.5","0.153","0.25525","Malaspina"
-3.03805555555556,-27.3316666666667,"46","27.5","0.218","0.12204","Malaspina"
-3.03805555555556,-27.3316666666667,"75","24.03","0.463","0.31361","Malaspina"
-3.03805555555556,-27.3316666666667,"95","18.01","0.391","0.11769","Malaspina"
-3.03805555555556,-27.3316666666667,"4000","2.07",NA,"0.07953","Malaspina"
-4.78666666666667,-28.17,"3","27.27","0.109","0.18871","Malaspina"
-4.78666666666667,-28.17,"37","27.28","0.119","0.15391","Malaspina"
-4.78666666666667,-28.17,"62","26.98","0.178","0.21529","Malaspina"
-4.78666666666667,-28.17,"80","26.32","0.261","0.37035","Malaspina"
-4.78666666666667,-28.17,"110","21.21","0.504","0.19661","Malaspina"
-4.78666666666667,-28.17,"130","17.85","0.248","0.19394","Malaspina"
-4.78666666666667,-28.17,"450","7.73",NA,"0.00553","Malaspina"
-4.78666666666667,-28.17,"800","4.94",NA,"0.04077","Malaspina"
-4.78666666666667,-28.17,"1700","4.02",NA,"0.06969","Malaspina"
-4.78666666666667,-28.17,"4000","2.01",NA,"0.02467","Malaspina"
-7.29416666666667,-29.3261111111111,"3","27.11","0.099","0.15973","Malaspina"
-7.29416666666667,-29.3261111111111,"46","27.11","0.105","0.34983","Malaspina"
-7.29416666666667,-29.3261111111111,"76","26.6","0.225","0.1541","Malaspina"
-7.29416666666667,-29.3261111111111,"120","21.73","0.453","0.14439","Malaspina"
-7.29416666666667,-29.3261111111111,"140","18.52","0.35","0.03525","Malaspina"
-7.29416666666667,-29.3261111111111,"400","8.64",NA,"0.04713","Malaspina"
-7.29416666666667,-29.3261111111111,"800","4.68",NA,"0.16487","Malaspina"
-7.29416666666667,-29.3261111111111,"1600","4.15",NA,"0.02353","Malaspina"
-7.29416666666667,-29.3261111111111,"4000","1.96",NA,"0.02967","Malaspina"
-9.13472222222222,-30.1913888888889,"3","27.4","0.058","0.77683","Malaspina"
-9.13472222222222,-30.1913888888889,"53","27.41","0.068","0.40646","Malaspina"
-9.13472222222222,-30.1913888888889,"87","26.57","0.163","0.12638","Malaspina"
-9.13472222222222,-30.1913888888889,"150","22.32","0.333","0.07769","Malaspina"
-9.13472222222222,-30.1913888888889,"170","18.25","0.213","0.11147","Malaspina"
-9.13472222222222,-30.1913888888889,"4000","1.9",NA,"0.04273","Malaspina"
-13.7369444444444,-32.3825,"3","26.96","0.047","0.85075","Malaspina"
-13.7369444444444,-32.3825,"47","26.23","0.077","0.16753","Malaspina"
-13.7369444444444,-32.3825,"78","25.25","0.113","0.15638","Malaspina"
-13.7369444444444,-32.3825,"140","22.35","0.456","1.11934","Malaspina"
-13.7369444444444,-32.3825,"160","21.32","0.208","0.09705","Malaspina"
-13.7369444444444,-32.3825,"380","9.88",NA,"0.63558","Malaspina"
-13.7369444444444,-32.3825,"1600","3.97",NA,"0.0375","Malaspina"
-13.7369444444444,-32.3825,"4000","1.97",NA,"0.34017","Malaspina"
-15.8402777777778,-33.4052777777778,"3","27.33","0.09","0.33682","Malaspina"
-15.8402777777778,-33.4052777777778,"50","27.33","0.114","0.26971","Malaspina"
-15.8402777777778,-33.4052777777778,"83","25.5","0.105","0.32982","Malaspina"
-15.8402777777778,-33.4052777777778,"152","24.12","0.442","0.21152","Malaspina"
-15.8402777777778,-33.4052777777778,"172","23.73","0.142","0.02604","Malaspina"
-15.8402777777778,-33.4052777777778,"380","11.26",NA,"0.26058","Malaspina"
-15.8402777777778,-33.4052777777778,"4000","1.77",NA,"0.00344","Malaspina"
-18.4291666666667,-34.6516666666667,"3","27.2","0.11","0.53203","Malaspina"
-18.4291666666667,-34.6516666666667,"47","25.13","0.128","0.18438","Malaspina"
-18.4291666666667,-34.6516666666667,"78","24.53","0.17","0.41415","Malaspina"
-18.4291666666667,-34.6516666666667,"130","23.8","0.352","0.62892","Malaspina"
-18.4291666666667,-34.6516666666667,"150","23.2","0.183","0.04908","Malaspina"
-18.4291666666667,-34.6516666666667,"250","18.02",NA,"1.73677","Malaspina"
-18.4291666666667,-34.6516666666667,"450","10.39",NA,"0.223","Malaspina"
-18.4291666666667,-34.6516666666667,"700","5",NA,"0.22632","Malaspina"
-18.4291666666667,-34.6516666666667,"1600","3.98",NA,"0.15221","Malaspina"
-18.4291666666667,-34.6516666666667,"4000","1.46",NA,"0.06163","Malaspina"
-21.1,-35.9761111111111,"3","26.88","0.125","0.65194","Malaspina"
-21.1,-35.9761111111111,"45","24.85","0.126","0.57943","Malaspina"
-21.1,-35.9761111111111,"73","23.78","0.151","0.76887","Malaspina"
-21.1,-35.9761111111111,"125","22.28","0.497","0.34822","Malaspina"
-21.1,-35.9761111111111,"145","21.71","0.318","0.05759","Malaspina"
-21.1,-35.9761111111111,"330","14.35",NA,"0.22051","Malaspina"
-21.1,-35.9761111111111,"800","4.85",NA,"0.03899","Malaspina"
-24.325,-36.2258333333333,"3","26.56","0.077","0.09281","Malaspina"
-24.325,-36.2258333333333,"41","25.54","0.135","0.44698","Malaspina"
-24.325,-36.2258333333333,"68","22.52","0.143","0.11274","Malaspina"
-24.325,-36.2258333333333,"119","20.97","0.486","0.05053","Malaspina"
-24.325,-36.2258333333333,"140","20.02","0.308","0.04728","Malaspina"
-24.325,-36.2258333333333,"320","13.69",NA,"0.2532","Malaspina"
-24.325,-36.2258333333333,"550","9.08",NA,"0.00766","Malaspina"
-24.325,-36.2258333333333,"750","5.51",NA,"0.70111","Malaspina"
-24.325,-36.2258333333333,"1850","3.62",NA,"0.00893","Malaspina"
-24.325,-36.2258333333333,"4000","1.02",NA,"0.14794","Malaspina"
-24.7977777777778,-33.4822222222222,"3","26.67","0.082","0.2745","Malaspina"
-24.7977777777778,-33.4822222222222,"40","26.16","0.118","0.03738","Malaspina"
-24.7977777777778,-33.4822222222222,"70","23.18","0.136","0.11844","Malaspina"
-24.7977777777778,-33.4822222222222,"120","21.63","0.469","0.02016","Malaspina"
-24.7977777777778,-33.4822222222222,"140","20.56","0.213","0.13945","Malaspina"
-24.7977777777778,-33.4822222222222,"400","12.55",NA,"0.07989","Malaspina"
-24.7977777777778,-33.4822222222222,"580","8.42",NA,"0.38145","Malaspina"
-24.7977777777778,-33.4822222222222,"900","4.21",NA,"0.34304","Malaspina"
-24.7977777777778,-33.4822222222222,"1850","3.61",NA,"0.0746","Malaspina"
-24.7977777777778,-33.4822222222222,"4000","1.73",NA,"0.03779","Malaspina"
-25.4330555555556,-30.0719444444444,"3","25.64","0.097","0.05448","Malaspina"
-25.4330555555556,-30.0719444444444,"38","24.66","0.13","0.23693","Malaspina"
-25.4330555555556,-30.0719444444444,"63","22.03","0.142","0.10844","Malaspina"
-25.4330555555556,-30.0719444444444,"120","20.21","0.347","0.13602","Malaspina"
-25.4330555555556,-30.0719444444444,"140","19.48","0.244","0.38213","Malaspina"
-25.4330555555556,-30.0719444444444,"550","9.82",NA,"0.1525","Malaspina"
-25.4330555555556,-30.0719444444444,"4000","1.75",NA,"0.01033","Malaspina"
-25.8691666666667,-27.5677777777778,"3","25.19","0.078","0.24903","Malaspina"
-25.8691666666667,-27.5677777777778,"44","22.24","0.133","0.06131","Malaspina"
-25.8691666666667,-27.5677777777778,"72","20.92","0.158","0.03243","Malaspina"
-25.8691666666667,-27.5677777777778,"130","19.28","0.303","0.0355","Malaspina"
-25.8691666666667,-27.5677777777778,"150","18.72","0.216","1.34068","Malaspina"
-25.8691666666667,-27.5677777777778,"550","9.32",NA,"0.04137","Malaspina"
-25.8691666666667,-27.5677777777778,"850","4.53",NA,"0.03686","Malaspina"
-25.8691666666667,-27.5677777777778,"2400","2.98",NA,"0.0322","Malaspina"
-25.8691666666667,-27.5677777777778,"3300","2.53",NA,"0.02202","Malaspina"
-25.8691666666667,-27.5677777777778,"4000","1.63",NA,"0.033","Malaspina"
-26.9558333333333,-21.4108333333333,"3","24.23","0.094","0.24741","Malaspina"
-26.9558333333333,-21.4108333333333,"39","22.53","0.058","0.03782","Malaspina"
-26.9558333333333,-21.4108333333333,"65","21.32","0.086","0.03726","Malaspina"
