"Latitude","Longitude","Depth","SST","CHL","SGR","source"
15.5305555555556,-67.0238888888889,"2500","4.14",NA,"0.04766","Malaspina"
15.5305555555556,-67.0238888888889,"3000","4.17",NA,"0.00521","Malaspina"
17.4341666666667,-59.835,"3","28.85","0.267","0.24793","Malaspina"
17.4341666666667,-59.835,"37","28.52","0.153","0.07599","Malaspina"
17.4341666666667,-59.835,"60","26.86","0.263","0.05769","Malaspina"
17.4341666666667,-59.835,"90","25.68","0.319","0.12502","Malaspina"
17.4341666666667,-59.835,"110","24.79","0.132","0.03915","Malaspina"
17.4341666666667,-59.835,"470","12.3",NA,"0.099","Malaspina"
17.4341666666667,-59.835,"4000","2.31",NA,"0.00311","Malaspina"
18.0733333333333,-57.8055555555556,"3","28.49","0.307","0.09662","Malaspina"
18.0733333333333,-57.8055555555556,"43","27.09","0.096","0.07813","Malaspina"
18.0733333333333,-57.8055555555556,"71","26.33","0.136","0.07259","Malaspina"
18.0733333333333,-57.8055555555556,"160","24.4","0.285","0.0572","Malaspina"
18.0733333333333,-57.8055555555556,"180","23.11","0.206","0.02515","Malaspina"
18.0733333333333,-57.8055555555556,"450","13.2",NA,"0.21731","Malaspina"
18.0733333333333,-57.8055555555556,"800","6.75",NA,"0.07705","Malaspina"
18.0733333333333,-57.8055555555556,"1400","4.78",NA,"0.00853","Malaspina"
18.0733333333333,-57.8055555555556,"3600","2.45",NA,"0.0063","Malaspina"
18.0733333333333,-57.8055555555556,"4000","2.31",NA,"0.01348","Malaspina"
19.0047222222222,-55.1502777777778,"3","27.94","0.054","0.84959","Malaspina"
19.0047222222222,-55.1502777777778,"43","25.95","0.081","0.41135","Malaspina"
19.0047222222222,-55.1502777777778,"72","25.34","0.136","0.44671","Malaspina"
19.0047222222222,-55.1502777777778,"140","23","0.383","0.44276","Malaspina"
19.0047222222222,-55.1502777777778,"160","22.05","0.21","0.48132","Malaspina"
19.0047222222222,-55.1502777777778,"520","12.81",NA,"0.08092","Malaspina"
19.0047222222222,-55.1502777777778,"800","6.68",NA,"0.26396","Malaspina"
19.0047222222222,-55.1502777777778,"1400","4.79",NA,"0.07279","Malaspina"
19.0047222222222,-55.1502777777778,"3200","2.57",NA,"0.04539","Malaspina"
19.0047222222222,-55.1502777777778,"4000","2.23",NA,"0.05023","Malaspina"
19.9938888888889,-52.6386111111111,"3","27.57","0.073","0.1644","Malaspina"
19.9938888888889,-52.6386111111111,"57","26.02","0.093","0.09093","Malaspina"
19.9938888888889,-52.6386111111111,"94","25.18","0.247","0.01963","Malaspina"
19.9938888888889,-52.6386111111111,"130","24.53","0.393","0.22028","Malaspina"
19.9938888888889,-52.6386111111111,"150","23.42","0.219","0.14923","Malaspina"
19.9938888888889,-52.6386111111111,"500","12.84",NA,"0.12968","Malaspina"
19.9938888888889,-52.6386111111111,"4000","2.26",NA,"0.01049","Malaspina"
20.8063888888889,-50.1497222222222,"3","27.05","0.056","0.02496","Malaspina"
20.8063888888889,-50.1497222222222,"43","26.01","0.071","0.10965","Malaspina"
20.8063888888889,-50.1497222222222,"71","24.72","0.114","0.01849","Malaspina"
20.8063888888889,-50.1497222222222,"130","22.57","0.332","0.35958","Malaspina"
20.8063888888889,-50.1497222222222,"150","22.13","0.196","0.00701","Malaspina"
20.8063888888889,-50.1497222222222,"535","12.3",NA,"0.20735","Malaspina"
20.8063888888889,-50.1497222222222,"1500","4.79",NA,"0.01079","Malaspina"
20.8063888888889,-50.1497222222222,"3200","2.67",NA,"0.01472","Malaspina"
20.8063888888889,-50.1497222222222,"4000","2.27",NA,"0.00706","Malaspina"
22.8708333333333,-44.5355555555556,"3","26.57","0.047","0.04486","Malaspina"
22.8708333333333,-44.5355555555556,"43","24.82","0.057","0.06278","Malaspina"
22.8708333333333,-44.5355555555556,"70","24.06","0.09","0.04725","Malaspina"
22.8708333333333,-44.5355555555556,"150","21.55","0.396","0.50554","Malaspina"
22.8708333333333,-44.5355555555556,"170","20.77","0.288","0.31187","Malaspina"
23.7363888888889,-41.9030555555556,"3","25.87","0.063","0.04995","Malaspina"
23.7363888888889,-41.9030555555556,"49","24.06","0.067","0.05631","Malaspina"
23.7363888888889,-41.9030555555556,"82","22.72","0.114","0.22546","Malaspina"
23.7363888888889,-41.9030555555556,"130","21.15","0.471","0.24567","Malaspina"
23.7363888888889,-41.9030555555556,"150","20.01","0.255","0.79698","Malaspina"
23.7363888888889,-41.9030555555556,"485","13.33",NA,"0.06479","Malaspina"
23.7363888888889,-41.9030555555556,"800","9",NA,"0.05547","Malaspina"
23.7363888888889,-41.9030555555556,"1100","6.11",NA,"0.02097","Malaspina"
23.7363888888889,-41.9030555555556,"2600","3.1",NA,"0.04978","Malaspina"
23.7363888888889,-41.9030555555556,"4000","2.44",NA,"0.01393","Malaspina"
24.8519444444444,-38.7169444444445,"47","23.51","0.067","0.04115","Malaspina"
24.8519444444444,-38.7169444444445,"77","22.57","0.114","0.11573","Malaspina"
24.8519444444444,-38.7169444444445,"160","20.55","0.359","0.22621","Malaspina"
24.8519444444444,-38.7169444444445,"180","20.17","0.255","0.7582","Malaspina"
24.8519444444444,-38.7169444444445,"560","12.41",NA,"0.05105","Malaspina"
24.8519444444444,-38.7169444444445,"800","8.6",NA,"0.03208","Malaspina"
24.8519444444444,-38.7169444444445,"1000","6.72",NA,"0.0108","Malaspina"
24.8519444444444,-38.7169444444445,"2200","3.52",NA,"0.01592","Malaspina"
24.8519444444444,-38.7169444444445,"4000","2.44",NA,"0.00555","Malaspina"
26.1169444444444,-35.2625,"3","24.31","0.049","0.14767","Malaspina"
26.1169444444444,-35.2625,"55","23.29","0.071","0.0297","Malaspina"
26.1169444444444,-35.2625,"91","22.44","0.144","0.97666","Malaspina"
26.1169444444444,-35.2625,"150","21.75","0.353","1.07399","Malaspina"
26.1169444444444,-35.2625,"170","21.57","0.257","0.40668","Malaspina"
26.9183333333333,-32.8386111111111,"1000","7.63",NA,"0.01572","Malaspina"
26.9183333333333,-32.8386111111111,"2500","3.18",NA,"0.02707","Malaspina"
26.9183333333333,-32.8386111111111,"4000","2.44",NA,"0.07905","Malaspina"
28.8797222222222,-26.9511111111111,"3","22.43","0.099","0.20281","Malaspina"
28.8797222222222,-26.9511111111111,"30","22.43","0.094","0.14165","Malaspina"
28.8797222222222,-26.9511111111111,"49","22.43","0.099","0.27635","Malaspina"
28.8797222222222,-26.9511111111111,"95","20.37","0.431","0.25343","Malaspina"
28.8797222222222,-26.9511111111111,"115","20.02","0.279","0.8408","Malaspina"
28.8797222222222,-26.9511111111111,"540","12.72",NA,"0.42797","Malaspina"
28.8797222222222,-26.9511111111111,"800","9.48",NA,"0.10405","Malaspina"
28.8797222222222,-26.9511111111111,"1100","7.43",NA,"0.02059","Malaspina"
28.8797222222222,-26.9511111111111,"2600","3.13",NA,"0.06682","Malaspina"
28.8797222222222,-26.9511111111111,"4000","2.47",NA,"0.10454","Malaspina"
29.9669444444444,-23.6872222222222,"3","21.08","0.065","0.14347","Malaspina"
29.9669444444444,-23.6872222222222,"40","21.09","0.091","0.12304","Malaspina"
29.9669444444444,-23.6872222222222,"66","19.63","0.212","0.16996","Malaspina"
29.9669444444444,-23.6872222222222,"100","18.5","0.459","0.15815","Malaspina"
29.9669444444444,-23.6872222222222,"120","18.22","0.235","0.6937","Malaspina"
29.9669444444444,-23.6872222222222,"4000","2.46",NA,"0.11789","Malaspina"
30.9766666666667,-20.6608333333333,"3","20.96","0.075","0.12777","Malaspina"
30.9766666666667,-20.6608333333333,"36","20.06","0.076","0.13379","Malaspina"
30.9766666666667,-20.6608333333333,"59","18.5","0.172","0.07251","Malaspina"
30.9766666666667,-20.6608333333333,"95","17.81","0.599","0.16189","Malaspina"
30.9766666666667,-20.6608333333333,"115","17.49","0.344","0.78713","Malaspina"
30.9766666666667,-20.6608333333333,"410","13.43",NA,"0.09685","Malaspina"
30.9766666666667,-20.6608333333333,"700","10.57",NA,"0.02238","Malaspina"
30.9766666666667,-20.6608333333333,"900","9.13",NA,"0.04203","Malaspina"
30.9766666666667,-20.6608333333333,"2800","2.9",NA,"0.0569","Malaspina"
32.0869444444444,-17.2766666666667,"3","21.26","0.066","0.18921","Malaspina"
32.0869444444444,-17.2766666666667,"34","21.25","0.065","0.20816","Malaspina"
32.0869444444444,-17.2766666666667,"55","19.92","0.113","0.20355","Malaspina"
32.0869444444444,-17.2766666666667,"110","17.65","0.411","1.05498","Malaspina"
32.0869444444444,-17.2766666666667,"130","17.26","0.26","0.91779","Malaspina"
32.0869444444444,-17.2766666666667,"500","12.17",NA,"0.1297","Malaspina"
32.0869444444444,-17.2766666666667,"4000","2.45",NA,"0.01696","Malaspina"
-76,177,NA,"-1.895223421",NA,"0.00570437","Kirchman_2009"
-76,178,NA,"-1.756548536",NA,"0.007320822","Kirchman_2009"
-76,183,NA,"-1.710323575",NA,"0.008122815","Kirchman_2009"
-76,184,NA,"-2.033898305",NA,"0.009202008","Kirchman_2009"
-76,186,NA,"-1.941448382",NA,"0.010104496","Kirchman_2009"
-76,170,NA,"-2.265023112",NA,"0.010643588","Kirchman_2009"
-76,177,NA,"-1.57164869",NA,"0.009298166","Kirchman_2009"
-76,178,NA,"-1.294298921",NA,"0.01","Kirchman_2009"
-76,183,NA,"-1.664098613",NA,"0.011095496","Kirchman_2009"
-76,184,NA,"-1.016949153",NA,"0.011095496","Kirchman_2009"
-76,186,NA,"-1.57164869",NA,"0.012700987","Kirchman_2009"
-76,170,NA,"-1.895223421",NA,"0.012311003","Kirchman_2009"
-76,177,NA,"-2.080123267",NA,"0.013240249","Kirchman_2009"
-76,178,NA,"-2.080123267",NA,"0.014538788","Kirchman_2009"
-76,183,NA,"-1.710323575",NA,"0.014388434","Kirchman_2009"
-76,184,NA,"-1.155624037",NA,"0.013518407","Kirchman_2009"
-76,186,NA,"-1.063174114",NA,"0.015156081","Kirchman_2009"
-76,170,NA,"-1.664098613",NA,"0.015964682","Kirchman_2009"
-76,177,NA,"-1.756548536",NA,"0.017713607","Kirchman_2009"
-76,178,NA,"-1.063174114",NA,"0.01753042","Kirchman_2009"
-76,183,NA,"-0.785824345",NA,"0.017713607","Kirchman_2009"
-76,184,NA,"-2.080123267",NA,"0.017169711","Kirchman_2009"
-76,186,NA,"-2.126348228",NA,"0.018658656","Kirchman_2009"
-76,170,NA,"-1.941448382",NA,"0.02091904","Kirchman_2009"
-76,177,NA,"-1.432973806",NA,"0.020067029","Kirchman_2009"
-76,178,NA,"-1.525423729",NA,"0.021807227","Kirchman_2009"
-76,183,NA,"-0.878274268",NA,"0.019249718","Kirchman_2009"
-76,184,NA,"-0.739599384",NA,"0.020488606","Kirchman_2009"
-76,186,NA,"-0.832049307",NA,"0.022265364","Kirchman_2009"
-76,170,NA,"-0.693374422",NA,"0.024196201","Kirchman_2009"
-76,177,NA,"-1.340523883",NA,"0.024449042","Kirchman_2009"
-76,178,NA,"-1.941448382",NA,"0.024962679","Kirchman_2009"
-76,183,NA,"-1.201848998",NA,"0.024704526","Kirchman_2009"
-76,184,NA,"-1.24807396",NA,"0.027127425","Kirchman_2009"
-76,186,NA,"-1.57164869",NA,"0.02827921","Kirchman_2009"
-76,170,NA,"-2.218798151",NA,"0.02827921","Kirchman_2009"
-76,177,NA,"-0.600924499",NA,"0.02827921","Kirchman_2009"
-76,178,NA,"-0.785824345",NA,"0.03041375","Kirchman_2009"
-76,183,NA,"-1.340523883",NA,"0.02827921","Kirchman_2009"
-76,184,NA,"-1.802773498",NA,"0.031377186","Kirchman_2009"
-76,186,NA,"-1.895223421",NA,"0.033396583","Kirchman_2009"
-76,170,NA,"-2.126348228",NA,"0.032709408","Kirchman_2009"
-76,177,NA,"-1.664098613",NA,"0.035178344","Kirchman_2009"
-76,178,NA,"-1.664098613",NA,"0.038628465","Kirchman_2009"
-76,183,NA,"-1.386748844",NA,"0.040689356","Kirchman_2009"
-76,184,NA,"-1.201848998",NA,"0.041114545","Kirchman_2009"
-76,186,NA,"-1.109399076",NA,"0.036292711","Kirchman_2009"
72,-164.39,NA,"-1.710323575",NA,"0.042416956","Kirchman_2009"
72,-159.472,NA,"0.462249615",NA,"0.020488606","Kirchman_2009"
72,-158.728,NA,"0.878274268",NA,"0.021807227","Kirchman_2009"
72,-158.728,NA,"0.832049307",NA,"0.024196201","Kirchman_2009"
72,-154.987,NA,"2.588597843",NA,"0.037055166","Kirchman_2009"
72,-153.929,NA,"3.929121726",NA,"0.038228986","Kirchman_2009"
72,-152.374,NA,"5.500770416",NA,"0.039852123","Kirchman_2009"
72,-152.374,NA,"5.408320493",NA,"0.039032118","Kirchman_2009"
72,-158.317,NA,"4.622496148",NA,"0.042860198","Kirchman_2009"
72,-158.317,NA,"5.778120185",NA,"0.058545613","Kirchman_2009"
72,-159.61,NA,"5.454545455",NA,"0.15555128","Kirchman_2009"
72,-159.61,NA,"-0.046224961",NA,"0.030099224","Kirchman_2009"
72,-151.844,NA,"0.092449923",NA,"0.037442379","Kirchman_2009"
72,-151.844,NA,"-0.092449923",NA,"0.040268564","Kirchman_2009"
72,-151.884,NA,"-0.32357473",NA,"0.037442379","Kirchman_2009"
72,-151.884,NA,"0.92449923",NA,"0.040689356","Kirchman_2009"
72,-152.955,NA,"1.201848998",NA,"0.045618627","Kirchman_2009"
72,-157.415,NA,"0.693374422",NA,"0.05009268","Kirchman_2009"
72,-157.415,NA,"1.710323575",NA,"0.062313536","Kirchman_2009"
72,-164.39,NA,"1.802773498",NA,"0.086007683","Kirchman_2009"
72,-159.472,NA,"-0.32357473",NA,"0.049574643","Kirchman_2009"
72,-158.728,NA,"-0.785824345",NA,"0.053316582","Kirchman_2009"
72,-158.728,NA,"-1.386748844",NA,"0.05221953","Kirchman_2009"
72,-154.987,NA,"-1.895223421",NA,"0.056161108","Kirchman_2009"
72,-153.929,NA,"-1.386748844",NA,"0.062313536","Kirchman_2009"
72,-152.374,NA,"-1.294298921",NA,"0.069862447","Kirchman_2009"
72,-152.374,NA,"-0.878274268",NA,"0.069139959","Kirchman_2009"
72,-158.317,NA,"-0.462249615",NA,"0.070592484","Kirchman_2009"
72,-158.317,NA,"-0.046224961",NA,"0.069139959","Kirchman_2009"
72,-159.61,NA,"0",NA,"0.075135728","Kirchman_2009"
72,-159.61,NA,"0",NA,"0.092499621","Kirchman_2009"
72,-151.844,NA,"-0.600924499",NA,"0.090596331","Kirchman_2009"
72,-151.844,NA,"-0.462249615",NA,"0.098452782","Kirchman_2009"
72,-151.884,NA,"-0.231124807",NA,"0.113876316","Kirchman_2009"
72,-151.884,NA,"-0.508474576",NA,"0.113876316","Kirchman_2009"
72,-152.955,NA,"-0.369799692",NA,"0.123751591","Kirchman_2009"
72,-157.415,NA,"-1.340523883",NA,"0.11871131","Kirchman_2009"
72,-157.415,NA,"-0.693374422",NA,"0.14921583","Kirchman_2009"
72,-164.39,NA,"0.138674884",NA,"0.176217754","Kirchman_2009"
72,-159.472,NA,"-0.092449923",NA,"0.167292433","Kirchman_2009"
72,-158.728,NA,"-0.600924499",NA,"0.245764521","Kirchman_2009"
